English source,Translation,Layer,Identifier,Limits,State,Reviewer notes
"Want to change themes, get Unlimited Plays, and support the game's development too?",テーマを変更して、無制限プレイを手に入れて、ゲーム開発も応援しませんか？,In-app,settings_theme_gallery_unlock_body,,needs_review,
Style,スタイル,In-app,settings_theme_style,,needs_review,
Want to change themes? Unlock Unlimited Plays in Purchases.,テーマを変更したい？購入で無制限プレイを解除。,In-app,settings_theme_unlock_footnote,,needs_review,
Vibration,振動,In-app,settings_vibration,,needs_review,
Announce friend overtakes,フレンド追い抜きをアナウンス,In-app,settings_voiceover_friend_overtake_announcements,,needs_review,
Share,共有,In-app,share_action,,needs_review,
The connection was lost. Tap Done to return to the menu.,接続が切断されました。「完了」をタップしてメニューに戻ってください。,In-app,shareplay_aborted_disconnected_body,,needs_review,
Your friend is done playing for now. Tap Done to return to the menu.,フレンドは今回はここまでです。「完了」をタップしてメニューに戻ってください。,In-app,shareplay_aborted_session_ended_body,,needs_review,
Session Ended,セッション終了,In-app,shareplay_aborted_title,,needs_review,
Accept Challenge,チャレンジを受ける,In-app,shareplay_accept_challenge_button,,needs_review,
RetroRapid! Multiplayer Race,RetroRapid! マルチプレイヤーレース,In-app,shareplay_activity_title,,needs_review,
Get ready! The race is about to start.,準備して！レースがまもなく始まります。,In-app,shareplay_announcement_countdown,,needs_review,
Your friend disconnected.,フレンドが切断しました。,In-app,shareplay_announcement_disconnected,,needs_review,
You lost with %lld overtakes. Your friend: %lld.,%lld回追い抜きで負けました。フレンド: %lld。,In-app,shareplay_announcement_lost %lld %lld,,needs_review,
Go!,スタート！,In-app,shareplay_announcement_round_start,,needs_review,
The SharePlay session has ended.,SharePlayセッションが終了しました。,In-app,shareplay_announcement_session_ended,,needs_review,
It's a tie at %lld overtakes each.,各%lld回追い抜きで引き分け。,In-app,shareplay_announcement_tie %lld %lld,,needs_review,
Waiting for your friend to join.,フレンドの参加を待っています。,In-app,shareplay_announcement_waiting,,needs_review,
Waiting for your friend to finish.,フレンドのゴールを待っています。,In-app,shareplay_announcement_waiting_for_opponent,,needs_review,
You won with %lld overtakes. Your friend: %lld.,%lld回追い抜きで勝利！フレンド: %lld。,In-app,shareplay_announcement_won %lld %lld,,needs_review,
Starting in %lld,%lld秒後に開始,In-app,shareplay_countdown_accessibility %lld,,needs_review,
Get Ready!,準備！,In-app,shareplay_countdown_title,,needs_review,
Connection Lost,接続が切断されました,In-app,shareplay_disconnected_title,,needs_review,
Done,完了,In-app,shareplay_done_button,,needs_review,
You: %lld  Friend: %lld,あなた: %lld  フレンド: %lld,In-app,shareplay_final_scores %lld %lld,,needs_review,
Your friend's: %lld,フレンド: %lld,In-app,shareplay_friend_overtakes %lld,,needs_review,
Leave,退出,In-app,shareplay_leave_button,,needs_review,
You,あなた,In-app,shareplay_local_player_name,,needs_review,
Your friend,フレンド,In-app,shareplay_opponent_fallback_name,,needs_review,
"%@, %lld overtakes, %lld lives remaining",%@、%lld回追い抜き、残りライフ %lld,In-app,shareplay_opponent_overtakes_accessibility %@ %lld %lld,,needs_review,
%@: %lld overtakes,%@: %lld回追い抜き,In-app,shareplay_opponent_overtakes_row %@ %lld,,needs_review,
Friend score: %lld,フレンドのスコア: %lld,In-app,shareplay_opponent_score_accessibility_label %lld,,needs_review,
Friend,フレンド,In-app,shareplay_opponent_score_fallback_label,,needs_review,
Friend,フレンド,In-app,shareplay_opponent_score_label,,needs_review,
%@: %lld overtakes,%@: %lld回追い抜き,In-app,shareplay_overtakes_row %@ %lld,,needs_review,
Bad Luck!,残念！,In-app,shareplay_result_lost,,needs_review,
Next round could go your way.,次のラウンドはチャンスかも。,In-app,shareplay_result_lost_subtitle,,needs_review,
It's a Tie!,引き分け！,In-app,shareplay_result_tie,,needs_review,
What a race. You matched each other overtake for overtake.,すごいレース。追い抜き合いの末に同点。,In-app,shareplay_result_tie_subtitle,,needs_review,
Match Result,マッチ結果,In-app,shareplay_result_title,,needs_review,
You Won!,勝利！,In-app,shareplay_result_won,,needs_review,
Nice work. You crossed the line first!,ナイス！先にゴールしました！,In-app,shareplay_result_won_subtitle,,needs_review,
Play Again,もう一度,In-app,shareplay_retry_button,,needs_review,
Your friend challenged you again?,フレンドがもう一度挑戦してきました,In-app,shareplay_retry_challenge_title,,needs_review,
You didn't both confirm in time. Tap Leave to return to the menu.,両者の確認が間に合いませんでした。「退出」をタップしてメニューに戻ってください。,In-app,shareplay_retry_timed_out_body,,needs_review,
Rematch Timed Out,リマッチタイムアウト,In-app,shareplay_retry_timed_out_title,,needs_review,
Waiting for your friend to confirm...,フレンドの確認を待っています...,In-app,shareplay_retry_waiting_for_opponent,,needs_review,
Accept when you're ready for the rematch.,リマッチの準備ができたら受けてください。,In-app,shareplay_retry_waiting_for_you,,needs_review,
Rematch?,リマッチ？,In-app,shareplay_retry_waiting_title,,needs_review,
"%@, %lld points, %lld lives remaining",%@、%lldポイント、残りライフ %lld,In-app,shareplay_score_accessibility %@ %lld %lld,,needs_review,
%@: %lld,%@: %lld,In-app,shareplay_score_row %@ %lld,,needs_review,
Your overtakes: %lld. Friend: %lld,あなた: %lld。フレンド: %lld,In-app,shareplay_waiting_for_opponent_overtakes %lld %lld,,needs_review,
Your overtakes: %lld. Friend: %lld,あなた: %lld。フレンド: %lld,In-app,shareplay_waiting_for_opponent_scores %lld %lld,,needs_review,
Waiting for your friend to finish...,フレンドのゴールを待っています...,In-app,shareplay_waiting_for_opponent_title,,needs_review,
Waiting for your friend...,フレンドを待っています...,In-app,shareplay_waiting_title,,needs_review,
Your overtakes: %lld,あなた: %lld回追い抜き,In-app,shareplay_your_overtakes %lld,,needs_review,
You: %lld,あなた: %lld,In-app,shareplay_your_score_row %lld,,needs_review,
Hey Ho!,Hey Ho!,In-app,speed_alert_hey_ho,,needs_review,
Hey Ho! Speed increasing!,Hey Ho! スピードアップ！,In-app,speed_increase_announcement,,needs_review,
Speed increasing!,スピードアップ！,In-app,speed_increasing_alert,,needs_review,
Cruise,クルーズ,In-app,speed_level_cruise,,needs_review,
Fast,ファスト,In-app,speed_level_fast,,needs_review,
Rapid,ラピッド,In-app,speed_level_rapid,,needs_review,
All lanes safe,全レーン安全,In-app,tutorial_audio_lane_all,,needs_review,
Center,中央,In-app,tutorial_audio_lane_center,,needs_review,
Center and right,中央と右,In-app,tutorial_audio_lane_center_right,,needs_review,
Left,左,In-app,tutorial_audio_lane_left,,needs_review,
Left and center,左と中央,In-app,tutorial_audio_lane_left_center,,needs_review,
Left and right,左と右,In-app,tutorial_audio_lane_left_right,,needs_review,
Lane cue variants,レーンキューのバリエーション,In-app,tutorial_audio_lane_modes_title,,needs_review,
Right,右,In-app,tutorial_audio_lane_right,,needs_review,
Plays safe lanes one note after another from left to right.,安全なレーンを左から右へ順番に1音ずつ再生します。,In-app,tutorial_audio_mode_description_arpeggio,,needs_review,
Plays all safe lanes at once as a chord.,安全なレーンをすべて同時にコードとして再生します。,In-app,tutorial_audio_mode_description_chord,,needs_review,
Plays short pulses in lane slots; an active pulse marks a safe lane.,レーンスロットで短いパルスを再生。アクティブなパルスが安全レーンを示します。,In-app,tutorial_audio_mode_description_lane_pulses,,needs_review,
Lane change cue variants,レーン変更キューのバリエーション,In-app,tutorial_audio_move_modes_title,,needs_review,
Plays a success haptic for a safe lane and a move haptic for an unsafe lane.,安全レーンでは成功触覚、危険レーンでは移動触覚を再生します。,In-app,tutorial_audio_move_style_description_haptics,,needs_review,
Plays lane confirmation followed by a success or fail tone.,レーン確認の後に成功/失敗トーンを再生します。,In-app,tutorial_audio_move_style_description_lane_and_safety,,needs_review,
"Plays only the destination lane note, as you move left or right, so you can match it with the audio cue.",左右移動時に目的地レーンの音だけを再生し、音声キューと合わせられます。,In-app,tutorial_audio_move_style_description_lane_confirmation,,needs_review,
Plays only a success or fail tone.,成功/失敗トーンのみを再生します。,In-app,tutorial_audio_move_style_description_safety_only,,needs_review,
Play,再生,In-app,tutorial_audio_play_preview,,needs_review,
Fail,失敗,In-app,tutorial_audio_preview_fail,,needs_review,
Safe,安全,In-app,tutorial_audio_preview_safe,,needs_review,
Safe lane,安全レーン,In-app,tutorial_audio_preview_safe_lane,,needs_review,
Unsafe,危険,In-app,tutorial_audio_preview_unsafe,,needs_review,
Unsafe lane,危険レーン,In-app,tutorial_audio_preview_unsafe_lane,,needs_review,
Audio cue tutorial,音声キュー チュートリアル,In-app,tutorial_audio_title,,needs_review,
%@ configured,%@ 設定済み,In-app,tutorial_configured %@,,needs_review,
Tutorial,チュートリアル,In-app,tutorial_help_button,,needs_review,
Tutorial,チュートリアル,In-app,tutorial_help_title,,needs_review,
Audio feedback mode,音声フィードバック,In-app,tutorial_section_audio_feedback_mode,,needs_review,
Description,説明,In-app,tutorial_section_description,,needs_review,
Lane change cue,レーン変更キュー,In-app,tutorial_section_lane_change_cue,,needs_review,
Speed increase warning feedback,速度上昇警告,In-app,tutorial_section_speed_warning_feedback,,needs_review,
Set %@,%@ に設定,In-app,tutorial_set %@,,needs_review,
Announces the speed increase with VoiceOver.,VoiceOverで速度上昇をアナウンスします。,In-app,tutorial_speed_warning_description_announcement,,needs_review,
Plays a warning haptic before the speed increase.,速度上昇前に警告触覚を再生します。,In-app,tutorial_speed_warning_description_haptic,,needs_review,
Does not play any speed-increase warning.,速度上昇警告を再生しません。,In-app,tutorial_speed_warning_description_none,,needs_review,
Plays a short three-note ascending warning chirp.,短い3音の上昇警告音を再生します。,In-app,tutorial_speed_warning_description_sound,,needs_review,
"RetroRapid! is a 3-lane racing game. Move left or right between the three positions. We play sounds to indicate which lanes are safe, and you must quickly move into a safe lane to overtake cars and avoid crashing.",RetroRapid!は3レーンのレーシングゲームです。3つの位置を左右に移動します。安全なレーンを音で示し、素早く安全レーンへ移動して車を追い抜き、クラッシュを避けましょう。,In-app,tutorial_voiceover_intro,,needs_review,
"Start or join a FaceTime call, then try Play with Friends again.",FaceTime通話を開始または参加してから、もう一度「友達とプレイ」をお試しください。,In-app,tvos_shareplay_facetime_required,,needs_review,
Polygon Racing,Polygonレーシング,In-app,vision_64bit_racing,,needs_review,
Classic,クラシック,In-app,vision_classic_title,,needs_review,
Classic race track,クラシック・レーストラック,In-app,vision_classic_track,,needs_review,
Current lane,現在のレーン,In-app,vision_current_lane,,needs_review,
Game Over,ゲームオーバー,In-app,vision_game_over,,needs_review,
"Score %lld, %lld lives, level %lld",スコア%lld、ライフ%lld、レベル%lld,In-app,vision_hud_status_format,,needs_review,
Lane %lld,レーン%lld,In-app,vision_lane_format,,needs_review,
Level %lld,レベル%lld,In-app,vision_level_format,,needs_review,
The 3D car could not be loaded. Your race is still active in Classic. Try again.,3Dカーを読み込めませんでした。レースはクラシックで継続中です。もう一度お試しください。,In-app,vision_model_unavailable,,needs_review,
"Race in a classic window, then move the same run onto your table in 3D.",クラシックウインドウでレースし、同じレースを3Dでテーブルに移動できます。,In-app,vision_play_description,,needs_review,
Play in 3D,3Dでプレイ,In-app,vision_play_in_3d,,needs_review,
Moves this race into a tabletop volume without restarting it,レースを再開せずにテーブルトップのボリュームへ移動します,In-app,vision_play_in_3d_hint,,needs_review,
Race controls,レース操作,In-app,vision_race_controls,,needs_review,
Race status,レース状況,In-app,vision_race_status,,needs_review,
"Score %lld, %lld lives, lane %lld of %lld, %@",スコア%lld、ライフ%lld、レーン%lld/%lld、%@,In-app,vision_race_status_format,,needs_review,
Race track,レーストラック,In-app,vision_race_track_input_label,,needs_review,
Return to 2D,2Dに戻る,In-app,vision_return_to_2d,,needs_review,
Returns this race to its classic window without restarting it,レースを再開せずにクラシックウインドウへ戻します,In-app,vision_return_to_2d_hint,,needs_review,
Select lane,レーンを選択,In-app,vision_select_lane,,needs_review,
Couldn't start Play with Friends. Return to the Classic window and try again.,「友達とプレイ」を開始できませんでした。クラシックウインドウに戻って、もう一度お試しください。,In-app,vision_shareplay_activation_failed,,needs_review,
Collision,衝突,In-app,vision_state_collision,,needs_review,
Finished,終了,In-app,vision_state_finished,,needs_review,
Paused,一時停止中,In-app,vision_state_paused,,needs_review,
Racing,レース中,In-app,vision_state_racing,,needs_review,
Ready,準備完了,In-app,vision_state_ready,,needs_review,
Tabletop,テーブルトップ,In-app,vision_tabletop_title,,needs_review,
Tabletop race track,テーブルトップ・レーストラック,In-app,vision_tabletop_track,,needs_review,
Unable to Switch Presentation,表示を切り替えられません,In-app,vision_transition_alert_title,,needs_review,
The other presentation could not be opened. Your race is still active. Try again.,別の表示を開けませんでした。レースは継続中です。もう一度お試しください。,In-app,vision_transition_routing_failed,,needs_review,
The other presentation did not become ready. Your race is still active. Try again.,別の表示の準備が完了しませんでした。レースは継続中です。もう一度お試しください。,In-app,vision_transition_timeout,,needs_review,
x%lld,x%lld,In-app,x%lld,,needs_review,
RetroRapid: Retro Arcade Racer,RetroRapid: レトロアーケード,App Store metadata,name,≤ 30 characters,needs_review,
Dodge Traffic Across 3 Lanes,3レーン交通回避レース,App Store metadata,subtitle,≤ 30 characters,needs_review,
"car,high,score,overtake,reflex,offline,voiceover,haptics,controller,leaderboard,handheld,lcd,friends","追い抜き,反射神経,無制限,オフライン,実績解除,ハイスコア,ランキング",App Store metadata,keywords,≤ 100 UTF-8 bytes,needs_review,
"Race friends free with SharePlay on iPhone and iPad. Dodge traffic together, rematch fast, and keep solo runs quick anywhere.",iPhoneとiPadでSharePlayのフレンドレースが無料。3レーンのレトロアーケードで交通を避け、ハイスコアを狙おう。,App Store metadata,promotionalText,≤ 170 characters,needs_review,
"RetroRapid! is a fast 3-lane arcade racer built for quick sessions and high-score chasing.

Dodge traffic and survive as speed keeps rising. Controls are easy to learn and hard to master, so every run becomes a reflex challenge.

Why players keep coming back:
- Quick, one-more-run arcade gameplay
- Live two-player SharePlay races on iPhone and iPad
- Friend races are free and never use daily plays
- Game Center leaderboards, achievements, and friend markers
- Play on iPhone, iPad, Mac, and Apple Watch
- Touch, swipe, keyboard, Digital Crown, and supported game controllers
- VoiceOver, audio cues, haptics, larger text, high contrast, and Reduce Motion support
- Works offline for quick races anytime
- Play free every day, or unlock Unlimited Plays once; no subscription
- No data collection

Crash, restart, and beat your best.

Players are saying:
""I am really a fan of this nice accessible game that I can just pick up and play! Finally, something that also works with the apple watch!""
- Datafile, App Store review

Featured in Create with Swift, Weekly Newsletter #96 (Indie App of the Week):
""But beyond the nostalgia and tight gameplay, what truly stands out is its accessibility.""","RetroRapid!は、短時間プレイとハイスコア更新に最適な3レーンのアーケードレースゲームです。

交通を避け、スピードが上がるほど生き残れ。操作は覚えやすく、極めるのは難しい。だから毎ラウンドが反射神経の勝負になります。

プレイヤーが戻ってくる理由:
- 「もう1回」が止まらない高速アーケード
- iPhone/iPadでのSharePlayライブ2人対戦
- フレンドレースは無料でデイリープレイを消費しない
- Game Centerランキング、実績、フレンドマーカー
- iPhone、iPad、Mac、Apple Watchでプレイ
- タッチ、スワイプ、キーボード、Digital Crown、対応コントローラ
- VoiceOver、音声キュー、触覚、大きい文字、高コントラスト、視差効果を減らす
- オフラインでもすぐレース可能
- 毎日無料プレイ、または買い切りで無制限プレイ（サブスクなし）
- データ収集なし

クラッシュして、すぐ再スタート。ベストを更新しよう。

Featured in Create with Swift, Weekly Newsletter #96 (Indie App of the Week):
「ノスタルジーと手触りの良いゲームプレイに加え、特に際立つのがアクセシビリティ。」",App Store metadata,description,≤ 4000 characters,needs_review,
"Discover two new visual styles: Cartridge and CRT. The new Style Gallery makes it easy to preview every theme before choosing your favorite.

SharePlay friend races now work on Mac too, alongside iPhone and iPad.

This update also improves performance, refines landscape layouts, polishes menus and game-over screens, and makes cars and helmets clearer across themes.

RetroRapid! is now fully localized in Turkish and Polish.

Thanks for racing with us.","CartridgeとCRT、2つの新しいビジュアルスタイルを追加しました。新しいスタイルギャラリーでは、お気に入りを選ぶ前にすべてのテーマをプレビューできます。

SharePlayのフレンドレースがiPhoneとiPadに加えてMacでも楽しめるようになりました。

パフォーマンスと横向きレイアウトを改善し、メニューとゲームオーバー画面を磨き、すべてのテーマで車とヘルメットをより見やすくしました。

RetroRapid!がトルコ語とポーランド語に完全対応しました。

一緒にレースしてくれてありがとう。",App Store metadata,whatsNew,≤ 4000 characters,needs_review,
Unlimited Plays,無制限プレイ,IAP,unlimitedPlays.name,≤ 30 characters,needs_review,
Play unlimited and support RetroRapid!,無制限にプレイしてRetroRapid!を応援してください。,IAP,unlimitedPlays.description,≤ 45 characters,needs_review,
Streak 100,ストリーク 100,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0100.name,≤ 100 characters,needs_review,
Overtake 100 cars in one run.,1ランで100台追い抜こう。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0100.preEarnedDescription,≤ 200 characters,needs_review,
You overtook 100 cars in one run.,1ランで100台追い抜きました。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0100.earnedDescription,≤ 200 characters,needs_review,
Streak 200,ストリーク 200,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0200.name,≤ 100 characters,needs_review,
Overtake 200 cars in one run.,1ランで200台追い抜こう。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0200.preEarnedDescription,≤ 200 characters,needs_review,
You overtook 200 cars in one run.,1ランで200台追い抜きました。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0200.earnedDescription,≤ 200 characters,needs_review,
Streak 300,ストリーク 300,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0300.name,≤ 100 characters,needs_review,
Overtake 300 cars in one run.,1ランで300台追い抜こう。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0300.preEarnedDescription,≤ 200 characters,needs_review,
You overtook 300 cars in one run.,1ランで300台追い抜きました。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0300.earnedDescription,≤ 200 characters,needs_review,
Streak 400,ストリーク 400,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0400.name,≤ 100 characters,needs_review,
Overtake 400 cars in one run.,1ランで400台追い抜こう。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0400.preEarnedDescription,≤ 200 characters,needs_review,
You overtook 400 cars in one run.,1ランで400台追い抜きました。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0400.earnedDescription,≤ 200 characters,needs_review,
Streak 500,ストリーク 500,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0500.name,≤ 100 characters,needs_review,
Overtake 500 cars in one run.,1ランで500台追い抜こう。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0500.preEarnedDescription,≤ 200 characters,needs_review,
You overtook 500 cars in one run.,1ランで500台追い抜きました。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0500.earnedDescription,≤ 200 characters,needs_review,
Streak 600,ストリーク 600,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0600.name,≤ 100 characters,needs_review,
Overtake 600 cars in one run.,1ランで600台追い抜こう。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0600.preEarnedDescription,≤ 200 characters,needs_review,
You overtook 600 cars in one run.,1ランで600台追い抜きました。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0600.earnedDescription,≤ 200 characters,needs_review,
Streak 700,ストリーク 700,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0700.name,≤ 100 characters,needs_review,
Overtake 700 cars in one run.,1ランで700台追い抜こう。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0700.preEarnedDescription,≤ 200 characters,needs_review,
You overtook 700 cars in one run.,1ランで700台追い抜きました。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0700.earnedDescription,≤ 200 characters,needs_review,
Streak 800,ストリーク 800,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0800.name,≤ 100 characters,needs_review,
Overtake 800 cars in one run.,1ランで800台追い抜こう。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0800.preEarnedDescription,≤ 200 characters,needs_review,
You overtook 800 cars in one run.,1ランで800台追い抜きました。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0800.earnedDescription,≤ 200 characters,needs_review,
Overlander 1K,Overlander 1K,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.001k.name,≤ 100 characters,needs_review,
"Overtake 1,000 cars in total.","合計1,000台追い抜こう。",Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.001k.preEarnedDescription,≤ 200 characters,needs_review,
"You overtook 1,000 cars in total.","合計1,000台追い抜きました。",Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.001k.earnedDescription,≤ 200 characters,needs_review,
Overlander 5K,Overlander 5K,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.005k.name,≤ 100 characters,needs_review,
"Overtake 5,000 cars in total.","合計5,000台追い抜こう。",Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.005k.preEarnedDescription,≤ 200 characters,needs_review,
"You overtook 5,000 cars in total.","合計5,000台追い抜きました。",Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.005k.earnedDescription,≤ 200 characters,needs_review,
Overlander 10K,Overlander 10K,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.010k.name,≤ 100 characters,needs_review,
"Overtake 10,000 cars in total.","合計10,000台追い抜こう。",Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.010k.preEarnedDescription,≤ 200 characters,needs_review,
"You overtook 10,000 cars in total.","合計10,000台追い抜きました。",Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.010k.earnedDescription,≤ 200 characters,needs_review,
Overlander 20K,Overlander 20K,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.020k.name,≤ 100 characters,needs_review,
"Overtake 20,000 cars in total.","合計20,000台追い抜こう。",Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.020k.preEarnedDescription,≤ 200 characters,needs_review,
"You overtook 20,000 cars in total.","合計20,000台追い抜きました。",Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.020k.earnedDescription,≤ 200 characters,needs_review,
Overlander 50K,Overlander 50K,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.050k.name,≤ 100 characters,needs_review,
"Overtake 50,000 cars in total.","合計50,000台追い抜こう。",Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.050k.preEarnedDescription,≤ 200 characters,needs_review,
"You overtook 50,000 cars in total.","合計50,000台追い抜きました。",Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.050k.earnedDescription,≤ 200 characters,needs_review,
Overlander 100K,Overlander 100K,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.100k.name,≤ 100 characters,needs_review,
"Overtake 100,000 cars in total.","合計100,000台追い抜こう。",Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.100k.preEarnedDescription,≤ 200 characters,needs_review,
"You overtook 100,000 cars in total.","合計100,000台追い抜きました。",Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.100k.earnedDescription,≤ 200 characters,needs_review,
Overlander 200K,Overlander 200K,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.200k.name,≤ 100 characters,needs_review,
"Overtake 200,000 cars in total.","合計200,000台追い抜こう。",Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.200k.preEarnedDescription,≤ 200 characters,needs_review,
"You overtook 200,000 cars in total.","合計200,000台追い抜きました。",Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.200k.earnedDescription,≤ 200 characters,needs_review,
Tap Controls,タップ操作,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.tap.name,≤ 100 characters,needs_review,
Complete a run using Tap controls.,タップ操作で1ラン完走しよう。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.tap.preEarnedDescription,≤ 200 characters,needs_review,
You completed a run using Tap controls.,タップ操作で1ラン完走しました。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.tap.earnedDescription,≤ 200 characters,needs_review,
Swipe Controls,スワイプ操作,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.swipe.name,≤ 100 characters,needs_review,
Complete a run using Swipe controls.,スワイプ操作で1ラン完走しよう。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.swipe.preEarnedDescription,≤ 200 characters,needs_review,
You completed a run using Swipe controls.,スワイプ操作で1ラン完走しました。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.swipe.earnedDescription,≤ 200 characters,needs_review,
Keyboard Controls,キーボード操作,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.keyboard.name,≤ 100 characters,needs_review,
Complete a run using Keyboard controls.,キーボード操作で1ラン完走しよう。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.keyboard.preEarnedDescription,≤ 200 characters,needs_review,
You completed a run using Keyboard controls.,キーボード操作で1ラン完走しました。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.keyboard.earnedDescription,≤ 200 characters,needs_review,
VoiceOver Controls,VoiceOver操作,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.voiceover.name,≤ 100 characters,needs_review,
Complete a run using VoiceOver controls.,VoiceOver操作で1ラン完走しよう。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.voiceover.preEarnedDescription,≤ 200 characters,needs_review,
You completed a run using VoiceOver controls.,VoiceOver操作で1ラン完走しました。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.voiceover.earnedDescription,≤ 200 characters,needs_review,
Digital Crown Controls,Digital Crown操作,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.crown.name,≤ 100 characters,needs_review,
Complete a run using Digital Crown controls.,Digital Crown操作で1ラン完走しよう。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.crown.preEarnedDescription,≤ 200 characters,needs_review,
You completed a run using Digital Crown controls.,Digital Crown操作で1ラン完走しました。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.crown.earnedDescription,≤ 200 characters,needs_review,
Game Controller Controls,ゲームコントローラー操作,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.gamecontroller.name,≤ 100 characters,needs_review,
Complete a run using Game Controller controls.,ゲームコントローラー操作で1ラン完走しよう。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.gamecontroller.preEarnedDescription,≤ 200 characters,needs_review,
You completed a run using Game Controller controls.,ゲームコントローラー操作で1ラン完走しました。,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.gamecontroller.earnedDescription,≤ 200 characters,needs_review,
GAAD Assistive Week,GAAD Assistive Week,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.event.gaad.assistive.name,≤ 100 characters,needs_review,
